Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,64.0,1,0,66.0,0,0,0,255,0,0
443,61968,6,5306.0,1,0,126.0,0,0,0,16386,0,0
61968,443,6,40.0,1,0,66.0,0,0,0,253,0,0
61968,443,6,1269.0,1,0,607.0,0,0,0,253,0,0
443,62541,6,4733.0,1,0,54.0,0,0,0,262,0,0
443,62541,6,67.0,1,0,266.0,0,0,0,262,0,0
62541,443,6,75.0,1,0,54.0,0,0,0,1023,0,0
62541,443,6,1637.0,1,0,118.0,0,0,0,1023,0,0
62541,443,6,367.0,1,0,134.0,0,0,0,1023,0,0
62541,443,6,1928.0,1,0,207.0,0,0,0,1023,0,0
443,62469,6,92.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,71.0,1,0,54.0,0,0,0,255,0,0
443,62542,6,8956.0,1,0,66.0,0,0,0,267,0,0
443,61968,6,12178.0,1,0,66.0,0,0,0,16386,0,0
443,62469,6,1018.0,1,0,1414.0,0,0,0,83,0,0
443,62540,6,6678.0,1,0,66.0,0,0,0,267,0,0
443,62537,6,5049.0,1,0,66.0,0,0,0,267,0,0
443,62537,6,0.0,1,0,54.0,0,0,0,267,0,0
443,62542,6,61.0,1,0,54.0,0,0,0,267,0,0
443,62539,6,0.0,1,0,66.0,0,0,0,267,0,0
443,62544,6,0.0,1,0,66.0,0,0,0,267,0,0
443,62540,6,0.0,1,0,54.0,0,0,0,267,0,0
443,62544,6,0.0,1,0,54.0,0,0,0,267,0,0
443,62539,6,1442.0,1,0,54.0,0,0,0,267,0,0
443,62543,6,0.0,1,0,66.0,0,0,0,267,0,0
443,62545,6,68.0,1,0,66.0,0,0,0,267,0,0
443,62545,6,0.0,1,0,54.0,0,0,0,267,0,0
443,62543,6,0.0,1,0,54.0,0,0,0,267,0,0
62469,443,6,96.0,1,0,54.0,0,0,0,255,0,0
443,62538,6,11724.0,1,0,54.0,0,0,0,123,0,0
443,61968,6,6251.0,1,0,54.0,0,0,0,16384,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,19484.0,1,0,54.0,0,0,0,255,0,0
62274,443,6,104.0,1,0,55.0,0,0,0,250,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,3144.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,3691.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,14392.0,1,0,54.0,0,0,0,255,0,0
62497,443,6,1417.0,1,0,55.0,0,0,0,250,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,15030.0,1,0,54.0,0,0,0,255,0,0
443,62541,6,8185.0,1,0,54.0,0,0,0,262,0,0
443,62541,6,39.0,1,0,225.0,0,0,0,262,0,0
443,62541,6,0.0,1,0,128.0,0,0,0,262,0,0
443,62541,6,0.0,1,0,85.0,0,0,0,262,0,0
62541,443,6,41.0,1,0,54.0,0,0,0,1022,0,0
62541,443,6,966.0,1,0,85.0,0,0,0,1022,0,0
443,62469,6,1013.9999999999999,1,0,1414.0,0,0,0,83,0,0
443,62541,6,5838.0,1,0,159.0,0,0,0,267,0,0
443,62541,6,0.0,1,0,85.0,0,0,0,267,0,0
62541,443,6,35.0,1,0,66.0,0,0,0,1022,0,0
62541,443,6,43.0,1,0,66.0,0,0,0,1022,0,0
443,61968,6,2470.0,1,0,66.0,0,0,0,16384,0,0
62502,443,6,29.0,1,0,55.0,0,0,0,252,0,0
62469,443,6,108.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,13188.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,7091.0,1,0,54.0,0,0,0,255,0,0
62375,443,6,8769.0,1,0,55.0,0,0,0,251,0,0
443,62469,6,18590.0,1,0,1414.0,0,0,0,83,0,0
443,62274,6,0.0,1,0,54.0,0,0,0,8840,0,0
443,62469,6,44.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,35.0,1,0,54.0,0,0,0,255,0,0
443,62371,6,2672.0,1,0,54.0,0,0,0,0,0,0
443,62469,6,1044.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,800.0,1,0,54.0,0,0,0,255,0,0
53,62546,6,7009.0,1,0,55.0,0,0,0,128,0,0
53,62546,6,0.0,1,0,552.0,0,0,0,128,0,0
62546,53,6,58.0,1,0,54.0,0,0,0,0,0,0
443,62469,6,15511.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,63.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,2616.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,20795.0,1,0,1414.0,0,0,0,83,0,0
443,62497,6,77.0,1,0,66.0,0,0,0,1048,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,132.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,8194.0,1,0,54.0,0,0,0,255,0,0
443,62502,6,10665.0,1,0,66.0,0,0,0,1050,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,1148.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,14387.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,106.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,7681.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,55.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,722.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,66.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,5485.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,6252.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
443,62375,6,5456.0,1,0,66.0,0,0,0,16385,0,0
62469,443,6,824.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,11193.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,72.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,11455.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,82.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,51.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,82.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,6298.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,79.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,50.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,2997.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,6553.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,52.0,1,0,66.0,0,0,0,255,0,0
62541,443,6,8089.000000000001,1,0,85.0,0,0,0,1022,0,0
443,62469,6,1474.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,68.0,1,0,66.0,0,0,0,255,0,0
443,62469,6,4961.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,65.0,1,0,66.0,0,0,0,255,0,0
62500,443,6,1998.0000000000002,1,0,55.0,0,0,0,252,0,0
443,62469,6,956.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,76.0,1,0,66.0,0,0,0,255,0,0
443,62469,6,3992.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,114.0,1,0,66.0,0,0,0,255,0,0
443,62469,6,6135.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,37.0,1,0,66.0,0,0,0,255,0,0
62538,443,6,14056.0,1,0,242.0,0,0,0,1021,0,0
443,62469,6,1753.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,60.0,1,0,66.0,0,0,0,255,0,0
443,62469,6,5979.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,87.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,6074.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,0.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,82.0,1,0,54.0,0,0,0,255,0,0
443,62541,6,5795.0,1,0,89.0,0,0,0,267,0,0
62541,443,6,144.0,1,0,54.0,0,0,0,1021,0,0
443,62469,6,2918.0,1,0,1414.0,0,0,0,83,0,0
443,62469,6,84.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,37.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,11921.0,1,0,1414.0,0,0,0,83,0,0
62469,443,6,3816.0,1,0,54.0,0,0,0,255,0,0
443,62469,6,5692.0,1,0,1414.0,0,0,0,83,0,0
