Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
443,53094,6,5743.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,7918.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,3787.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,9292.0,1,0,54.0,0,0,0,16389,0,0
52967,443,6,8045.999999999999,1,0,55.0,0,0,0,253,0,0
443,53094,6,3053.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,9599.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,0.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,6157.0,1,0,54.0,0,0,0,16389,0,0
443,53094,6,30272.0,1,0,155.0,0,0,0,16389,0,0
53094,443,6,1308.0,1,0,89.0,0,0,0,251,0,0
443,53094,6,9144.0,1,0,54.0,0,0,0,16388,0,0
443,52967,6,26045.0,1,0,66.0,0,0,0,267,0,0
53105,443,6,48160.0,1,0,66.0,0,0,0,65535,0,0
53100,443,6,172808.0,1,0,54.0,0,0,0,251,0,0
443,53105,6,143007.0,1,0,66.0,0,0,0,65535,0,0
53105,443,6,141.0,1,0,54.0,0,0,0,255,0,0
53105,443,6,388.0,1,0,571.0,0,0,0,255,0,0
443,53100,6,193280.0,1,0,78.0,0,0,0,67,0,0
53100,443,6,96.0,1,0,54.0,0,0,0,0,0,0
443,53105,6,111133.0,1,0,153.0,0,0,0,16387,0,0
53105,443,6,2807.0,1,0,491.0,0,0,0,255,0,0
443,53105,6,298048.0,1,0,1414.0,0,0,0,16385,0,0
443,53105,6,4190.0,1,0,1414.0,0,0,0,16385,0,0
53105,443,6,80.0,1,0,54.0,0,0,0,255,0,0
443,53105,6,5927.0,1,0,1414.0,0,0,0,16385,0,0
443,53105,6,5835.0,1,0,506.0,0,0,0,16385,0,0
53105,443,6,66.0,1,0,54.0,0,0,0,255,0,0
53105,443,6,2989.0,1,0,1414.0,0,0,0,255,0,0
53105,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
53105,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
53105,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
53105,443,6,0.0,1,0,95.0,0,0,0,255,0,0
443,53105,6,319647.0,1,0,157.0,0,0,0,16389,0,0
443,53105,6,4994.0,1,0,54.0,0,0,0,16389,0,0
443,53105,6,0.0,1,0,54.0,0,0,0,16388,0,0
443,53105,6,18863.0,1,0,519.0,0,0,0,16388,0,0
53105,443,6,115.0,1,0,54.0,0,0,0,253,0,0
53105,443,6,896.0,1,0,78.0,0,0,0,253,0,0
53105,443,6,218.0,1,0,54.0,0,0,0,253,0,0
443,53105,6,69542.0,1,0,54.0,0,0,0,16388,0,0
443,53105,6,10639.0,1,0,54.0,0,0,0,16388,0,0
443,53103,6,2563.0,1,0,519.0,0,0,0,16389,0,0
53103,443,6,60.0,1,0,54.0,0,0,0,253,0,0
53103,443,6,544.0,1,0,78.0,0,0,0,253,0,0
53103,443,6,97.0,1,0,54.0,0,0,0,253,0,0
443,53103,6,302696.0,1,0,54.0,0,0,0,16389,0,0
443,53103,6,10827.0,1,0,54.0,0,0,0,16388,0,0
443,53075,6,1206262.0,1,0,604.0,0,0,0,1044,0,0
443,53075,6,0.0,1,0,417.0,0,0,0,1044,0,0
443,53075,6,0.0,1,0,93.0,0,0,0,1044,0,0
53075,443,6,83.0,1,0,54.0,0,0,0,255,0,0
53075,443,6,692.0,1,0,89.0,0,0,0,255,0,0
53075,443,6,97.0,1,0,93.0,0,0,0,255,0,0
53075,443,6,41.0,1,0,89.0,0,0,0,255,0,0
443,53075,6,0.0,1,0,54.0,0,0,0,1044,0,0
443,53075,6,0.0,1,0,54.0,0,0,0,1044,0,0
443,53075,6,0.0,1,0,54.0,0,0,0,1044,0,0
52935,443,6,79637.0,1,0,1181.0,0,0,0,254,0,0
443,52935,6,111515.0,1,0,54.0,0,0,0,307,0,0
52852,5222,6,115969.0,1,0,101.0,0,0,0,255,0,0
443,52935,6,8555.0,1,0,472.0,0,0,0,307,0,0
52935,443,6,13239.0,1,0,54.0,0,0,0,252,0,0
52852,5222,6,109512.0,1,0,109.0,0,0,0,255,0,0
5222,52852,6,44145.0,1,0,54.0,0,0,0,1594,0,0
5222,52852,6,205686.0,1,0,54.0,0,0,0,1594,0,0
52917,443,6,484791.0,1,0,103.0,0,0,0,250,0,0
443,52917,6,332446.0,1,0,92.0,0,0,0,16385,0,0
52917,443,6,44757.0,1,0,54.0,0,0,0,255,0,0
443,52917,6,263158.0,1,0,92.0,0,0,0,16385,0,0
52917,443,6,55.0,1,0,66.0,0,0,0,255,0,0
52859,5228,6,433204.0,1,0,55.0,0,0,0,255,0,0
52860,5228,6,128.0,1,0,55.0,0,0,0,253,0,0
5228,52860,6,282440.0,1,0,66.0,0,0,0,1048,0,0
5228,52859,6,0.0,1,0,66.0,0,0,0,1048,0,0
