Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
53,62575,6,10437.0,1,0,55.0,0,0,0,128,0,0
53,62574,6,0.0,1,0,55.0,0,0,0,128,0,0
62574,53,6,5443.0,1,0,54.0,0,0,0,255,0,0
62575,53,6,34.0,1,0,54.0,0,0,0,255,0,0
53,62574,6,3688.0,1,0,104.0,0,0,0,128,0,0
62574,53,6,254.0,1,0,54.0,0,0,0,255,0,0
53,62575,6,2251.0,1,0,138.0,0,0,0,128,0,0
62575,53,6,281.0,1,0,54.0,0,0,0,255,0,0
62513,443,6,457.0,1,0,54.0,0,0,0,253,0,0
53,62574,6,57.0,1,0,54.0,0,0,0,128,0,0
62514,443,6,7.0,1,0,54.0,0,0,0,253,0,0
62534,443,6,40.0,1,0,54.0,0,0,0,252,0,0
62574,53,6,4.0,1,0,54.0,0,0,0,255,0,0
62533,443,6,27.0,1,0,54.0,0,0,0,252,0,0
62285,443,6,29.0,1,0,54.0,0,0,0,255,0,0
62274,443,6,37.0,1,0,54.0,0,0,0,250,0,0
62576,443,6,200.0,1,0,66.0,0,0,0,65535,0,0
53,62575,6,2998.0,1,0,54.0,0,0,0,128,0,0
62575,53,6,56.0,1,0,54.0,0,0,0,255,0,0
443,62274,6,9598.0,1,0,54.0,0,0,0,9520,0,0
443,62274,6,0.0,1,0,54.0,0,0,0,9520,0,0
62274,443,6,132.0,1,0,54.0,0,0,0,250,0,0
443,62285,6,64.0,1,0,54.0,0,0,0,10200,0,0
443,62285,6,0.0,1,0,54.0,0,0,0,10200,0,0
62285,443,6,45.0,1,0,54.0,0,0,0,255,0,0
443,62514,6,3739.0,1,0,54.0,0,0,0,1046,0,0
443,62513,6,0.0,1,0,54.0,0,0,0,1046,0,0
443,62534,6,0.0,1,0,54.0,0,0,0,1046,0,0
62514,443,6,97.0,1,0,54.0,0,0,0,253,0,0
62513,443,6,114.0,1,0,54.0,0,0,0,253,0,0
62534,443,6,48.0,1,0,54.0,0,0,0,252,0,0
443,62533,6,0.0,1,0,54.0,0,0,0,1046,0,0
62533,443,6,74.0,1,0,54.0,0,0,0,252,0,0
53,62571,6,15593.0,1,0,55.0,0,0,0,128,0,0
53,62570,6,76.0,1,0,55.0,0,0,0,128,0,0
53,62572,6,10654.0,1,0,55.0,0,0,0,128,0,0
62571,53,6,8687.0,1,0,54.0,0,0,0,255,0,0
62570,53,6,21.0,1,0,54.0,0,0,0,255,0,0
53,62571,6,1887.0,1,0,208.0,0,0,0,128,0,0
62571,53,6,305.0,1,0,54.0,0,0,0,255,0,0
53,62570,6,501.99999999999994,1,0,164.0,0,0,0,128,0,0
62570,53,6,340.0,1,0,54.0,0,0,0,255,0,0
53,62571,6,479.0,1,0,54.0,0,0,0,128,0,0
62571,53,6,72.0,1,0,54.0,0,0,0,255,0,0
53,62570,6,1772.0,1,0,54.0,0,0,0,128,0,0
62570,53,6,52.0,1,0,54.0,0,0,0,255,0,0
62572,53,6,7393.0,1,0,54.0,0,0,0,255,0,0
53,62572,6,3977.9999999999995,1,0,103.0,0,0,0,128,0,0
62572,53,6,675.0,1,0,54.0,0,0,0,255,0,0
53,62572,6,884.0,1,0,54.0,0,0,0,128,0,0
62572,53,6,48.0,1,0,54.0,0,0,0,255,0,0
62577,53,6,10910.0,1,0,66.0,0,0,0,65535,0,0
62578,53,6,183.0,1,0,66.0,0,0,0,65535,0,0
53,62577,6,4131.0,1,0,66.0,0,0,0,65535,0,0
53,62578,6,0.0,1,0,66.0,0,0,0,65535,0,0
62577,53,6,109.0,1,0,54.0,0,0,0,255,0,0
62578,53,6,39.0,1,0,54.0,0,0,0,255,0,0
62577,53,6,67.0,1,0,56.0,0,0,0,255,0,0
62577,53,6,27.0,1,0,83.0,0,0,0,255,0,0
62578,53,6,26.0,1,0,56.0,0,0,0,255,0,0
62578,53,6,12.0,1,0,83.0,0,0,0,255,0,0
53,62577,6,556.0,1,0,54.0,0,0,0,128,0,0
53,62577,6,0.0,1,0,54.0,0,0,0,128,0,0
53,62578,6,27.0,1,0,54.0,0,0,0,128,0,0
53,62578,6,631.0,1,0,54.0,0,0,0,128,0,0
62576,443,6,7819.0,1,0,66.0,0,0,0,65535,0,0
443,62576,6,2730.0,1,0,66.0,0,0,0,65535,0,0
62576,443,6,82.0,1,0,54.0,0,0,0,255,0,0
62576,443,6,399.0,1,0,1414.0,0,0,0,255,0,0
62576,443,6,0.0,1,0,483.0,0,0,0,255,0,0
61907,5228,6,2250.0,1,0,55.0,0,0,0,255,0,0
61913,5228,6,35.0,1,0,55.0,0,0,0,253,0,0
443,62576,6,3404.0,1,0,54.0,0,0,0,1049,0,0
443,62576,6,0.0,1,0,54.0,0,0,0,1048,0,0
443,62576,6,57.0,1,0,1414.0,0,0,0,1048,0,0
443,62576,6,0.0,1,0,1414.0,0,0,0,1048,0,0
62576,443,6,88.0,1,0,54.0,0,0,0,255,0,0
443,62576,6,11193.0,1,0,1414.0,0,0,0,1048,0,0
443,62576,6,4136.0,1,0,1347.0,0,0,0,1048,0,0
62576,443,6,80.0,1,0,54.0,0,0,0,255,0,0
62576,443,6,965.0,1,0,128.0,0,0,0,255,0,0
62579,53,6,7279.0,1,0,66.0,0,0,0,65535,0,0
62580,53,6,669.0,1,0,66.0,0,0,0,65535,0,0
53,62579,6,3845.0,1,0,66.0,0,0,0,65535,0,0
62579,53,6,115.0,1,0,54.0,0,0,0,255,0,0
53,62580,6,0.0,1,0,66.0,0,0,0,65535,0,0
62579,53,6,74.0,1,0,56.0,0,0,0,255,0,0
62580,53,6,6.0,1,0,54.0,0,0,0,255,0,0
62579,53,6,160.0,1,0,97.0,0,0,0,255,0,0
62580,53,6,263.0,1,0,56.0,0,0,0,255,0,0
62580,53,6,32.0,1,0,97.0,0,0,0,255,0,0
53,62579,6,0.0,1,0,54.0,0,0,0,128,0,0
53,62579,6,0.0,1,0,54.0,0,0,0,128,0,0
53,62580,6,0.0,1,0,54.0,0,0,0,128,0,0
53,62580,6,0.0,1,0,54.0,0,0,0,128,0,0
62581,53,6,423.0,1,0,66.0,0,0,0,65535,0,0
62582,53,6,151.0,1,0,66.0,0,0,0,65535,0,0
53,62581,6,936.0,1,0,66.0,0,0,0,65535,0,0
62581,53,6,91.0,1,0,54.0,0,0,0,255,0,0
53,62582,6,59.0,1,0,66.0,0,0,0,65535,0,0
62582,53,6,26.0,1,0,54.0,0,0,0,255,0,0
62581,53,6,39.0,1,0,56.0,0,0,0,255,0,0
62581,53,6,106.0,1,0,100.0,0,0,0,255,0,0
62582,53,6,106.0,1,0,56.0,0,0,0,255,0,0
62582,53,6,111.0,1,0,100.0,0,0,0,255,0,0
53,62581,6,5431.0,1,0,54.0,0,0,0,128,0,0
53,62581,6,0.0,1,0,54.0,0,0,0,128,0,0
