Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,17400.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,15454.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,15098.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,42555.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,24043.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,11907.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,59.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,4437.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,6553.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,5465.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,107100.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,4956.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,6201.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,5231.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,7742.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,0.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,15607.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,5348.0,1,0,82.0,0,0,0,8729,0,0
443,55358,6,5774.0,1,0,74.0,0,0,0,8708,0,0
443,55358,6,6372.0,1,0,74.0,0,0,0,8704,0,0
443,55358,6,5083.0,1,0,74.0,0,0,0,8697,0,0
55184,443,6,26943.0,1,0,111.0,0,0,0,254,0,0
443,55358,6,4432.0,1,0,66.0,0,0,0,8627,0,0
443,55358,6,0.0,1,0,66.0,0,0,0,8627,0,0
443,55358,6,11273.0,1,0,66.0,0,0,0,8627,0,0
55358,443,6,59.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,19455.0,1,0,54.0,0,0,0,8102,0,0
55358,443,6,89.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,896.0,0,0,0,255,0,0
55358,443,6,127.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1342.0,0,0,0,255,0,0
55358,443,6,26.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,212.0,0,0,0,255,0,0
55358,443,6,187.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,18867.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,51.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,8952.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,42.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,448.0,0,0,0,255,0,0
443,55358,6,10956.0,1,0,54.0,0,0,0,8738,0,0
55358,443,6,57.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,11263.0,1,0,54.0,0,0,0,8737,0,0
443,55182,6,0.0,1,0,66.0,0,0,0,16387,0,0
55358,443,6,56.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,29790.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,79.0,1,0,1414.0,0,0,0,255,0,0
55362,443,6,14268.0,1,0,177.0,0,0,0,255,0,0
443,55358,6,8975.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,48.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,13237.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,50.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,4580.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,63.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,12327.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,65.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,5258.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,49.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,8000.999999999999,1,0,54.0,0,0,0,8737,0,0
55358,443,6,80.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,18382.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,49.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,10244.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,55.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
5228,55209,6,6189.0,1,0,1414.0,0,0,0,1046,0,0
443,55358,6,9268.0,1,0,54.0,0,0,0,8745,0,0
5228,55209,6,0.0,1,0,1414.0,0,0,0,1046,0,0
55358,443,6,89.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55209,5228,6,49.0,1,0,54.0,0,0,0,255,0,0
5228,55209,6,784.0,1,0,1414.0,0,0,0,1046,0,0
5228,55209,6,194.0,1,0,452.0,0,0,0,1046,0,0
55209,5228,6,20.0,1,0,54.0,0,0,0,255,0,0
443,55358,6,8085.999999999999,1,0,54.0,0,0,0,8745,0,0
55358,443,6,62.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,5474.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,53.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,6261.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,75.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,53280.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,48.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,1767.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,97.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,17942.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,63.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,17396.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,143.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,19690.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,43.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55362,6,1509.0,1,0,54.0,0,0,0,73,0,0
443,55358,6,27604.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,40.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,13356.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,49.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,27114.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,60.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,18725.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,56.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,23990.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,45.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,0.0,1,0,54.0,0,0,0,8732,0,0
55358,443,6,71.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,10907.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,51.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1352.0,0,0,0,255,0,0
443,55358,6,19599.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,41.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,33525.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,68.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55184,443,6,1187.0,1,0,111.0,0,0,0,254,0,0
443,55358,6,62993.99999999999,1,0,54.0,0,0,0,8745,0,0
55358,443,6,60.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55362,6,11269.0,1,0,1414.0,0,0,0,73,0,0
443,55362,6,0.0,1,0,575.0,0,0,0,73,0,0
55362,443,6,51.0,1,0,54.0,0,0,0,255,0,0
55362,443,6,763.0,1,0,89.0,0,0,0,255,0,0
443,55358,6,10052.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,34.0,1,0,1414.0,0,0,0,255,0,0
443,55184,6,22624.0,1,0,100.0,0,0,0,16387,0,0
443,55358,6,2109.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,59.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55184,443,6,21764.0,1,0,54.0,0,0,0,254,0,0
55362,443,6,11650.0,1,0,109.0,0,0,0,255,0,0
443,55358,6,859.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,62.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,29431.0,1,0,54.0,0,0,0,8737,0,0
55358,443,6,43.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,34963.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,46.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,35649.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,52.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,55671.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,38.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,15048.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,41.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,20267.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,60.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,11776.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,57.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,713.0,0,0,0,255,0,0
443,55358,6,165156.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,74.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,6970.0,1,0,54.0,0,0,0,8745,0,0
443,55358,6,0.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,52.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,68.0,1,0,54.0,0,0,0,8745,0,0
443,55358,6,0.0,1,0,54.0,0,0,0,8745,0,0
443,55358,6,0.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,12.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55362,6,648.0,1,0,66.0,0,0,0,73,0,0
443,55358,6,0.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,40.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
55366,443,6,1139.0,1,0,66.0,0,0,0,65535,0,0
443,55358,6,451.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,23.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,24512.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,35.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,12624.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,68.0,1,0,1414.0,0,0,0,255,0,0
55358,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,55358,6,14664.0,1,0,54.0,0,0,0,8745,0,0
55358,443,6,46.0,1,0,1414.0,0,0,0,255,0,0
