Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
50679,443,6,1262.0,1,0,66.0,0,0,0,65535,0,0
443,50679,6,242907.0,1,0,66.0,0,0,0,65535,0,0
50679,443,6,112.0,1,0,54.0,0,0,0,255,0,0
50679,443,6,591.0,1,0,571.0,0,0,0,255,0,0
443,50679,6,12854.0,1,0,153.0,0,0,0,16384,0,0
50679,443,6,2854.0,1,0,491.0,0,0,0,255,0,0
443,50679,6,332261.0,1,0,1506.0,0,0,0,16382,0,0
443,50679,6,1397.0,1,0,1506.0,0,0,0,16382,0,0
443,50679,6,0.0,1,0,1506.0,0,0,0,16382,0,0
443,50679,6,0.0,1,0,233.0,0,0,0,16382,0,0
50679,443,6,109.0,1,0,54.0,0,0,0,255,0,0
50679,443,6,4019.0,1,0,1494.0,0,0,0,255,0,0
50679,443,6,0.0,1,0,894.0,0,0,0,255,0,0
443,50679,6,240668.0,1,0,56.0,0,0,0,16386,0,0
443,50679,6,77497.0,1,0,157.0,0,0,0,16386,0,0
443,50679,6,35573.0,1,0,519.0,0,0,0,16386,0,0
50679,443,6,90.0,1,0,54.0,0,0,0,253,0,0
50679,443,6,1086.0,1,0,78.0,0,0,0,253,0,0
50679,443,6,307.0,1,0,54.0,0,0,0,253,0,0
443,50679,6,243717.0,1,0,54.0,0,0,0,16385,0,0
55111,443,6,215486.0,1,0,55.0,0,0,0,251,0,0
55007,443,6,200325.0,1,0,55.0,0,0,0,255,0,0
443,55007,6,20427.0,1,0,66.0,0,0,0,310,0,0
55091,443,6,185.0,1,0,172.0,0,0,0,252,0,0
55091,443,6,38.0,1,0,93.0,0,0,0,252,0,0
55091,443,6,19.0,1,0,1494.0,0,0,0,252,0,0
55091,443,6,0.0,1,0,1494.0,0,0,0,252,0,0
55091,443,6,0.0,1,0,1494.0,0,0,0,252,0,0
55091,443,6,0.0,1,0,972.0,0,0,0,252,0,0
443,55091,6,228219.0,1,0,56.0,0,0,0,16380,0,0
443,55091,6,0.0,1,0,56.0,0,0,0,16386,0,0
443,55091,6,434.0,1,0,56.0,0,0,0,16382,0,0
443,55091,6,8344.0,1,0,93.0,0,0,0,16382,0,0
55091,443,6,42356.0,1,0,54.0,0,0,0,251,0,0
