Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,Init Fwd Win Byts,ACK Flag Cnt,RST Flag Cnt
443,62375,6,14071.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,77.0,1,0,1414.0,0,0,0,255,0,0
443,62463,6,5588.0,1,0,153.0,0,0,0,16387,0,0
62463,443,6,1710.0,1,0,396.0,0,0,0,255,0,0
62389,443,6,600.0,1,0,89.0,0,0,0,253,0,0
443,62375,6,12886.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,72.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62460,6,0.0,1,0,153.0,0,0,0,16387,0,0
62460,443,6,71.0,1,0,396.0,0,0,0,255,0,0
443,62375,6,5021.0,1,0,54.0,0,0,0,16389,0,0
443,62466,6,0.0,1,0,153.0,0,0,0,16387,0,0
62375,443,6,171.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62466,443,6,893.0,1,0,396.0,0,0,0,255,0,0
443,62444,6,4641.0,1,0,526.0,0,0,0,16389,0,0
443,62462,6,8536.0,1,0,153.0,0,0,0,16387,0,0
62444,443,6,355.0,1,0,54.0,0,0,0,254,0,0
62462,443,6,1879.0,1,0,405.0,0,0,0,255,0,0
443,62375,6,6072.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,68.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62459,6,5792.0,1,0,153.0,0,0,0,16387,0,0
62459,443,6,77.0,1,0,66.0,0,0,0,255,0,0
443,62458,6,0.0,1,0,153.0,0,0,0,16387,0,0
62458,443,6,109.0,1,0,66.0,0,0,0,255,0,0
443,62375,6,117.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,42.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62214,6,12239.0,1,0,66.0,0,0,0,302,0,0
62469,443,6,7095.0,1,0,66.0,0,0,0,65535,0,0
443,62457,6,5500.0,1,0,1414.0,0,0,0,67,0,0
443,62457,6,0.0,1,0,507.0,0,0,0,67,0,0
62457,443,6,111.0,1,0,54.0,0,0,0,255,0,0
443,62453,6,5570.0,1,0,153.0,0,0,0,16387,0,0
62453,443,6,64.0,1,0,66.0,0,0,0,255,0,0
443,62452,6,1687.0,1,0,153.0,0,0,0,16387,0,0
443,62375,6,0.0,1,0,54.0,0,0,0,16389,0,0
62452,443,6,82.0,1,0,66.0,0,0,0,255,0,0
62375,443,6,130.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62470,443,6,3148.0,1,0,66.0,0,0,0,65535,0,0
443,62375,6,4037.0,1,0,54.0,0,0,0,16389,0,0
443,62454,6,0.0,1,0,153.0,0,0,0,16387,0,0
62454,443,6,72.0,1,0,66.0,0,0,0,255,0,0
62375,443,6,92.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62450,6,5463.0,1,0,54.0,0,0,0,73,0,0
53,62467,6,95.0,1,0,55.0,0,0,0,128,0,0
53,62468,6,0.0,1,0,55.0,0,0,0,128,0,0
443,62445,6,0.0,1,0,513.0,0,0,0,64393,0,0
443,62445,6,6266.0,1,0,1414.0,0,0,0,64393,0,0
443,62445,6,0.0,1,0,173.0,0,0,0,64393,0,0
443,62445,6,0.0,1,0,594.0,0,0,0,64393,0,0
62445,443,6,111.0,1,0,54.0,0,0,0,65535,0,0
443,62445,6,104.0,1,0,54.0,0,0,0,64393,0,0
62445,443,6,39.0,1,0,54.0,0,0,0,65535,0,0
62445,443,6,1092.0,1,0,78.0,0,0,0,65535,0,0
62445,443,6,600.0,1,0,54.0,0,0,0,65535,0,0
443,62375,6,2844.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,83.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62468,53,6,7674.0,1,0,54.0,0,0,0,255,0,0
62467,53,6,86.0,1,0,54.0,0,0,0,255,0,0
53,62468,6,3294.0,1,0,148.0,0,0,0,128,0,0
62468,53,6,256.0,1,0,54.0,0,0,0,255,0,0
53,62467,6,454.0,1,0,104.0,0,0,0,128,0,0
62467,53,6,610.0,1,0,54.0,0,0,0,255,0,0
53,62468,6,2852.0,1,0,54.0,0,0,0,128,0,0
53,62467,6,0.0,1,0,54.0,0,0,0,128,0,0
62468,53,6,100.0,1,0,54.0,0,0,0,255,0,0
62467,53,6,115.0,1,0,54.0,0,0,0,255,0,0
443,62375,6,7152.0,1,0,89.0,0,0,0,16389,0,0
62375,443,6,217.0,1,0,1414.0,0,0,0,255,0,0
443,62375,6,944.0,1,0,54.0,0,0,0,16389,0,0
443,62458,6,0.0,1,0,54.0,0,0,0,16385,0,0
62375,443,6,94.0,1,0,1414.0,0,0,0,255,0,0
443,62452,6,137.0,1,0,1414.0,0,0,0,16385,0,0
443,62452,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62452,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62452,6,0.0,1,0,505.0,0,0,0,16385,0,0
443,62459,6,0.0,1,0,54.0,0,0,0,16385,0,0
62452,443,6,122.0,1,0,54.0,0,0,0,255,0,0
443,62453,6,2901.0,1,0,1414.0,0,0,0,16385,0,0
62452,443,6,494.0,1,0,1414.0,0,0,0,255,0,0
62452,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62452,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62452,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62375,6,2422.0,1,0,54.0,0,0,0,16389,0,0
443,62454,6,0.0,1,0,1414.0,0,0,0,16385,0,0
62375,443,6,154.0,1,0,1414.0,0,0,0,255,0,0
443,62454,6,2589.0,1,0,1414.0,0,0,0,16385,0,0
443,62454,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62453,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62453,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62453,6,0.0,1,0,505.0,0,0,0,16385,0,0
443,62458,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62458,6,0.0,1,0,1414.0,0,0,0,16385,0,0
62458,443,6,191.0,1,0,66.0,0,0,0,255,0,0
62453,443,6,86.0,1,0,54.0,0,0,0,255,0,0
62454,443,6,31.0,1,0,54.0,0,0,0,255,0,0
443,62454,6,76.0,1,0,505.0,0,0,0,16385,0,0
443,62459,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62459,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62459,6,0.0,1,0,1414.0,0,0,0,16385,0,0
443,62459,6,0.0,1,0,152.0,0,0,0,16385,0,0
62459,443,6,67.0,1,0,54.0,0,0,0,255,0,0
62454,443,6,102.0,1,0,54.0,0,0,0,254,0,0
62459,443,6,38.0,1,0,54.0,0,0,0,255,0,0
62453,443,6,2934.0,1,0,1414.0,0,0,0,255,0,0
62453,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62453,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62453,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
62454,443,6,92.0,1,0,1414.0,0,0,0,254,0,0
62454,443,6,0.0,1,0,405.0,0,0,0,254,0,0
62459,443,6,4379.0,1,0,669.0,0,0,0,255,0,0
443,62375,6,10501.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,87.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62375,6,5355.0,1,0,54.0,0,0,0,16389,0,0
443,62375,6,0.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,78.0,1,0,1414.0,0,0,0,255,0,0
62375,443,6,0.0,1,0,1414.0,0,0,0,255,0,0
443,62455,6,149.0,1,0,133.0,0,0,0,66,0,0
443,62455,6,0.0,1,0,133.0,0,0,0,66,0,0
62455,443,6,58.0,1,0,54.0,0,0,0,255,0,0
443,62455,6,423.0,1,0,118.0,0,0,0,67,0,0
62455,443,6,231.0,1,0,85.0,0,0,0,255,0,0
443,62375,6,3836.0,1,0,54.0,0,0,0,16389,0,0
62375,443,6,72.0,1,0,1414.0,0,0,0,255,0,0
